,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
1433,Engineering,4002,Vanderbilt University,Bridget,,Rogers,394071,34,average,TEACHER,PROFESSOR,2.5
1434,Biology,4002,Vanderbilt University,Antonis,,Rokas,1339656,13,good,TEACHER,PROFESSOR,4.0
1435,Microbiology,4002,Vanderbilt University,Louise A,,Rollins-Smith,837920,7,average,TEACHER,PROFESSOR,2.9
1436,Languages,4002,Vanderbilt University,Hanna,,Roman,2021304,1,good,TEACHER,PROFESSOR,4.0
1437,Mathematics,4002,Vanderbilt University,Jorge,Carlos,Román-Aponte,1838388,8,poor,TEACHER,PROFESSOR,1.8
1438,Languages,4002,Vanderbilt University,Aurora,,Romero,2094651,4,good,TEACHER,PROFESSOR,4.3
1439,Languages,4002,Vanderbilt University,Daniel,,Romero Suarez,2539899,3,good,TEACHER,PROFESSOR,5.0
1440,Political Science,4002,Vanderbilt University,Bryan,,Rooney,2183427,4,good,TEACHER,PROFESSOR,3.7
1441,Music,4002,Vanderbilt University,Michael,,Rose,140079,39,good,TEACHER,PROFESSOR,4.3
1442,Education,4002,Vanderbilt University,Brian,,Rose,1563694,0,zero,TEACHER,PROFESSOR,N/A
1443,Engineering,4002,Vanderbilt University,Robert,,Roselli,140090,10,average,TEACHER,PROFESSOR,3.4
1444,Chemistry,4002,Vanderbilt University,Sandra,,Rosenthal,353401,47,good,TEACHER,PROFESSOR,4.3
1445,Women's Studies,4002,Vanderbilt University,Donika ,,Ross,2003353,2,good,TEACHER,PROFESSOR,4.8
1446,Anthropology,4002,Vanderbilt University,Norbert,,Ross,636249,32,average,TEACHER,PROFESSOR,3.2
1447,Computer Science,4002,Vanderbilt University,Gerald,,Roth,2021744,100,good,TEACHER,PROFESSOR,4.5
1448,Economics,4002,Vanderbilt University,Peter,,Rousseau,631393,14,good,TEACHER,PROFESSOR,3.6
1449,Engineering,4002,Vanderbilt University,Chris,,Rowe,307338,18,good,TEACHER,PROFESSOR,4.8
1450,Art History,4002,Vanderbilt University,Libby,,Rowe,534162,8,average,TEACHER,PROFESSOR,3.4
1451,Women's Studies,4002,Vanderbilt University,David,,Rubin,1761985,1,good,TEACHER,PROFESSOR,5.0
1452,Law,4002,Vanderbilt University,Edward,L,Rubin,2269300,0,zero,TEACHER,PROFESSOR,N/A
1453,Engineering,4002,Vanderbilt University,Mikail,,Rubinov,2487548,2,good,TEACHER,PROFESSOR,4.0
1454,Biomedical,4002,Vanderbilt University,Patricia,,Russ,2219481,4,good,TEACHER,PROFESSOR,3.8
1455,Political Science,4002,Vanderbilt University,Carrie,,Russell,1202000,45,good,TEACHER,PROFESSOR,3.9
1456,Mathematics,4002,Vanderbilt University,Lauren,,Ruth,2583639,2,good,TEACHER,PROFESSOR,4.5
1457,Mathematics,4002,Vanderbilt University,Edward,,Saff,1230261,13,good,TEACHER,PROFESSOR,3.9
1458,Human Development,4002,Vanderbilt University,Sara,,Safransky,2446828,2,good,TEACHER,PROFESSOR,4.5
1459,Music,4002,Vanderbilt University,Dwayne,,Sagen,105136,12,poor,TEACHER,PROFESSOR,2.0
1460,Economics,4002,Vanderbilt University,Ruppi,,Saggi,1628926,28,good,TEACHER,PROFESSOR,4.1
1461,Economics,4002,Vanderbilt University,Zaruhi,,Sahakyan,2460716,15,poor,TEACHER,PROFESSOR,1.8
1462,Music,4002,Vanderbilt University,Joshua,,Salazar,2367335,2,good,TEACHER,PROFESSOR,5.0
1463,Mathematics,4002,Vanderbilt University,Andrew,,Sale,1962088,14,good,TEACHER,PROFESSOR,4.2
1464,Women's Studies,4002,Vanderbilt University,Michele,,Salisbury,1357063,0,zero,TEACHER,PROFESSOR,N/A
1465,English,4002,Vanderbilt University,Shawn,,Salvant,600088,6,good,TEACHER,PROFESSOR,4.2
1466,Economics,4002,Vanderbilt University,Zeeshan,,Samad,2270008,0,zero,TEACHER,PROFESSOR,N/A
1467,Sociology,4002,Vanderbilt University,Mariano,,Sana,1854306,24,good,TEACHER,PROFESSOR,4.0
1468,Engineering,4002,Vanderbilt University,Florence,,Sanchez,493079,7,good,TEACHER,PROFESSOR,4.7
1469,Psychology,4002,Vanderbilt University,Elizabeth,,Sandberg,2408667,4,average,TEACHER,PROFESSOR,2.7
1470,Psychology,4002,Vanderbilt University,Elisabeth,,Sandberg,543908,139,average,TEACHER,PROFESSOR,3.2
1471,Psychology,4002,Vanderbilt University,Elizabeth,,Sandburg,2515362,0,zero,TEACHER,PROFESSOR,N/A
1472,Psychology,4002,Vanderbilt University,Howard,,Sandler,271969,21,good,TEACHER,PROFESSOR,3.5
1473,Communication,4002,Vanderbilt University,M.L.,,Sandoz,361768,24,good,TEACHER,PROFESSOR,3.7
1474,Economics,4002,Vanderbilt University,Pedro,,Sant'Anna,2042619,12,good,TEACHER,PROFESSOR,4.3
1475,Languages,4002,Vanderbilt University,Diogenes,,Santos,1958472,1,good,TEACHER,PROFESSOR,4.0
1476,Mathematics,4002,Vanderbilt University,Olga,,Sapir,750947,3,average,TEACHER,PROFESSOR,2.8
1477,Mathematics,4002,Vanderbilt University,Mark,,Sapir,1663137,4,poor,TEACHER,PROFESSOR,2.4
1478,Neuroscience,4002,Vanderbilt University,Rebecca,,Sappington-Calkins,2421553,2,good,TEACHER,PROFESSOR,5.0
1479,Theater,4002,Vanderbilt University,Alexandra,A.,Sargent,2080406,2,good,TEACHER,PROFESSOR,4.2
1480,Theater,4002,Vanderbilt University,Alexandra,,Sargent Capps,2480738,3,good,TEACHER,PROFESSOR,4.3
1481,Engineering,4002,Vanderbilt University,Nilanjan,,Sarkar,959798,5,good,TEACHER,PROFESSOR,4.7
1482,Human Development,4002,Vanderbilt University,Tanushree,,Sarkar,2453192,1,good,TEACHER,PROFESSOR,5.0
1483,Anthropology,4002,Vanderbilt University,Mareike,,Sattler,1812196,7,average,TEACHER,PROFESSOR,2.7
1484,Law,4002,Vanderbilt University,Edmund,S,Sauer,2499753,1,average,TEACHER,PROFESSOR,3.0
1485,Anthropology,4002,Vanderbilt University,Jacob,,Sauer,1896806,11,good,TEACHER,PROFESSOR,5.0
1486,Human Development,4002,Vanderbilt University,Dayle,,Savage,1057928,7,average,TEACHER,PROFESSOR,2.6
1487,Economics,4002,Vanderbilt University,Peter,,Savelyev,1672216,7,good,TEACHER,PROFESSOR,3.9
1488,Education,4002,Vanderbilt University,Christian,,Sawyer,1566270,1,good,TEACHER,PROFESSOR,5.0
1489,English,4002,Vanderbilt University,Akshya,,Saxena,2187891,7,good,TEACHER,PROFESSOR,4.6
1490,Human Development,4002,Vanderbilt University,Maria,,Sayil-Camacho,2639568,4,good,TEACHER,PROFESSOR,3.8
1491,Psychology,4002,Vanderbilt University,Megan,,Saylor,596791,19,good,TEACHER,PROFESSOR,4.1
1492,Women's Studies,4002,Vanderbilt University,Allison,,Schachter,1089262,17,good,TEACHER,PROFESSOR,3.8
1493,Writing,4002,Vanderbilt University,Silke,,Schade,2271613,9,good,TEACHER,PROFESSOR,4.9
1494,Social Work,4002,Vanderbilt University,Carly,,Schall,1865568,3,good,TEACHER,PROFESSOR,4.2
1495,Psychology,4002,Vanderbilt University,Jeffrey,,Schall,779791,12,good,TEACHER,PROFESSOR,3.7
1496,Mathematics,4002,Vanderbilt University,Eric,,Schechter,125014,43,poor,TEACHER,PROFESSOR,2.4
1497,Chemistry,4002,Vanderbilt University,Nathan,D.,Schley,2278543,6,good,TEACHER,PROFESSOR,5.0
1498,Psychology,4002,Vanderbilt University,David,,Schlundt,780962,39,good,TEACHER,PROFESSOR,3.7
1499,Management,4002,Vanderbilt University,Hunter,,Schmidt,2439939,5,good,TEACHER,PROFESSOR,4.2
1500,Computer Science,4002,Vanderbilt University,Douglas,C,Schmidt,2555030,2,good,TEACHER,PROFESSOR,4.5
1501,Computer Science,4002,Vanderbilt University,Doug,,Schmidt,326027,25,good,TEACHER,PROFESSOR,3.8
1502,Engineering,4002,Vanderbilt University,"Karl ""marbles""",,Schnelle,914156,2,poor,TEACHER,PROFESSOR,1.8
1503,Medicine,4002,Vanderbilt University,Jack,,Schnelle,1808970,0,zero,TEACHER,PROFESSOR,N/A
1504,Music,4002,Vanderbilt University,Pam,,Schneller,283301,8,good,TEACHER,PROFESSOR,4.6
1505,Law,4002,Vanderbilt University,Jeffrey,A,Schoenblum,2496055,1,average,TEACHER,PROFESSOR,3.0
1506,Philosophy,4002,Vanderbilt University,Susan,,Schoenbohm,912995,3,good,TEACHER,PROFESSOR,3.8
1507,English,4002,Vanderbilt University,Mark,,Schoenfield,1193883,14,good,TEACHER,PROFESSOR,4.6
1508,Political Science,4002,Vanderbilt University,Peter,,Schram,2309330,11,poor,TEACHER,PROFESSOR,2.4
1509,Physics,4002,Vanderbilt University,Ken,,Schriver,264179,12,good,TEACHER,PROFESSOR,4.0
1510,Mathematics,4002,Vanderbilt University,Larry,,Schumaker,484545,8,good,TEACHER,PROFESSOR,4.0
1511,Languages,4002,Vanderbilt University,Ingrid A.,,Schwab,1054945,2,good,TEACHER,PROFESSOR,4.0
1512,History,4002,Vanderbilt University,Thomas,,Schwartz,285419,48,good,TEACHER,PROFESSOR,4.7
1513,English,4002,Vanderbilt University,Kathryn,,Schwarz,365788,14,good,TEACHER,PROFESSOR,4.7
1514,Languages,4002,Vanderbilt University,Virginia,,Scott,197680,18,good,TEACHER,PROFESSOR,4.8
1515,Select department,4002,Vanderbilt University,Virginia,,Scott,2115458,0,zero,TEACHER,PROFESSOR,N/A
1516,Philosophy,4002,Vanderbilt University,Charles,,Scott,2126327,0,zero,TEACHER,PROFESSOR,N/A
1517,Business,4002,Vanderbilt University,Gary,,Scudder,1826048,0,zero,TEACHER,PROFESSOR,N/A
1518,Languages,4002,Vanderbilt University,Rosie,,Seagraves,1399945,9,good,TEACHER,PROFESSOR,4.2
1519,Law,4002,Vanderbilt University,Teresa,M,Sebastian,2499768,1,poor,TEACHER,PROFESSOR,1.0
1520,Languages,4002,Vanderbilt University,Elena,,Segovia,773990,18,good,TEACHER,PROFESSOR,4.7
1521,Finance,4002,Vanderbilt University,Paul,,Seguin,1734444,0,zero,TEACHER,PROFESSOR,N/A
1522,Psychology,4002,Vanderbilt University,Adriane,,Seiffert,597883,36,good,TEACHER,PROFESSOR,3.6
1523,Writing,4002,Vanderbilt University,Gretchen,,Selcke,2444866,4,good,TEACHER,PROFESSOR,4.3
1524,Education,4002,Vanderbilt University,Elizabeth,A,Self,2206808,7,good,TEACHER,PROFESSOR,4.9
1525,Philosophy,4002,Vanderbilt University,Luke,,Semrau,1892995,16,good,TEACHER,PROFESSOR,3.8
1526,Philosophy,4002,Vanderbilt University,Charles,,Sentell,1465555,1,good,TEACHER,PROFESSOR,5.0
1527,Languages,4002,Vanderbilt University,Waldir,,Sepúlveda,353417,35,good,TEACHER,PROFESSOR,4.5
1528,Classics,4002,Vanderbilt University,Valeria,,Sergueenkova,1517771,4,average,TEACHER,PROFESSOR,2.8
1529,Languages,4002,Vanderbilt University,Peggy,,Setje-Eilers,400119,17,average,TEACHER,PROFESSOR,3.2
1530,Law,4002,Vanderbilt University,Sean,B,Seymore,2252924,1,poor,TEACHER,PROFESSOR,1.0
1531,English,4002,Vanderbilt University,Nicole,,Seymour,741860,5,good,TEACHER,PROFESSOR,4.6
1532,Music,4002,Vanderbilt University,Douglas,,Shadle,2001024,8,good,TEACHER,PROFESSOR,5.0
1533,Education,4002,Vanderbilt University,Emily,,Shahan,1670120,1,good,TEACHER,PROFESSOR,5.0
1534,English,4002,Vanderbilt University,John,,Shakespear,2422505,1,good,TEACHER,PROFESSOR,5.0
1535,Anthropology,4002,Vanderbilt University,Miriam,,Shakow,1243052,7,good,TEACHER,PROFESSOR,4.0
1536,Mathematics,4002,Vanderbilt University,Songling,,Shan,2179424,9,average,TEACHER,PROFESSOR,3.1
1537,History,4002,Vanderbilt University,Shari,,Shaneyfelt,2480030,0,zero,TEACHER,PROFESSOR,N/A
1538,Art History,4002,Vanderbilt University,Sheri,,Shaneyfelt,140114,37,good,TEACHER,PROFESSOR,4.7
1539,Engineering,4002,Vanderbilt University,Julie,,Sharp,484649,16,good,TEACHER,PROFESSOR,4.4
1540,African-American Studies,4002,Vanderbilt University,Tracy,,Sharpley-Whiting,829551,9,good,TEACHER,PROFESSOR,4.7
1541,American Studies,4002,Vanderbilt University,Samuel,,Shaw,2053085,10,average,TEACHER,PROFESSOR,3.0
1542,Human Development,4002,Vanderbilt University,Matthew,,Shaw,2477350,2,good,TEACHER,PROFESSOR,4.0
1543,History,4002,Vanderbilt University,Samira,,Sheikh,1521201,15,good,TEACHER,PROFESSOR,3.5
1544,Physics,4002,Vanderbilt University,Paul,,Sheldon,703707,20,good,TEACHER,PROFESSOR,3.8
1545,Women's Studies,4002,Vanderbilt University,Jamie,,Shenton,2076199,11,good,TEACHER,PROFESSOR,4.6
1546,Anthropology,4002,Vanderbilt University,Jeffrey,,Shenton,2098308,6,poor,TEACHER,PROFESSOR,1.6
1547,Languages,4002,Vanderbilt University,Michelle,,Shepherd,1665805,2,good,TEACHER,PROFESSOR,5.0
1548,Law,4002,Vanderbilt University,Suzanna,,Sherry,135647,14,average,TEACHER,PROFESSOR,3.3
1549,Humanities,4002,Vanderbilt University,Sharon,,Shields,598009,8,good,TEACHER,PROFESSOR,3.5
1550,Languages,4002,Vanderbilt University,Hideko,,Shimizu,2640921,1,good,TEACHER,PROFESSOR,5.0
1551,English,4002,Vanderbilt University,Haerin,,Shin,2053871,7,good,TEACHER,PROFESSOR,5.0
1552,Art History,4002,Vanderbilt University,Heeryoon,,Shin,2360592,11,good,TEACHER,PROFESSOR,4.7
1553,Human Development,4002,Vanderbilt University,Marybeth,,Shinn,1424514,4,average,TEACHER,PROFESSOR,3.0
1554,Languages,4002,Vanderbilt University,Yasuko,,Shiomi,1491850,3,good,TEACHER,PROFESSOR,4.8
1555,Business,4002,Vanderbilt University,Mike,,Shor,358479,8,good,TEACHER,PROFESSOR,4.8
1556,Biomedical,4002,Vanderbilt University,Matt,,Shotwell,2504016,0,zero,TEACHER,PROFESSOR,N/A
1557,Physics,4002,Vanderbilt University,Kenneth,,Shriver,1533673,1,average,TEACHER,PROFESSOR,2.5
1558,Women's Studies,4002,Vanderbilt University,Sharma,,Shubra,947694,7,good,TEACHER,PROFESSOR,4.1
1559,Music Performance,4002,Vanderbilt University,Jose,,Sibaja,2208774,1,good,TEACHER,PROFESSOR,5.0
1560,Political Science,4002,Vanderbilt University,John,,Sides,2538526,3,good,TEACHER,PROFESSOR,5.0
1561,Music,4002,Vanderbilt University,Frederick,,Sienkiewicz,2588044,2,good,TEACHER,PROFESSOR,5.0
1562,Engineering,4002,Vanderbilt University,Brian,David,Sierawski,2044334,15,good,TEACHER,PROFESSOR,4.6
1563,Engineering,4002,Vanderbilt University,Nabil,,Simaan,1845450,14,poor,TEACHER,PROFESSOR,2.0
1564,Mathematics,4002,Vanderbilt University,Brian,,Simanek,1808099,12,good,TEACHER,PROFESSOR,3.8
1565,Music,4002,Vanderbilt University,Helena,,Simonett,1933160,11,good,TEACHER,PROFESSOR,3.8
1566,Mathematics,4002,Vanderbilt University,Gieri,,Simonett,352257,38,good,TEACHER,PROFESSOR,4.0
1567,Women's Studies,4002,Vanderbilt University,Stacy,,Simplican,2058413,13,good,TEACHER,PROFESSOR,4.9
1568,Education,4002,Vanderbilt University,Pearl,,Sims,642829,5,good,TEACHER,PROFESSOR,4.9
1569,Education,4002,Vanderbilt University,Marcy,,Singer-Gabella,739019,3,average,TEACHER,PROFESSOR,2.9
1570,Computer Science,4002,Vanderbilt University,Vikash,,Singh,2290434,33,average,TEACHER,PROFESSOR,2.7
1571,Biology,4002,Vanderbilt University,Charles,,Singleton,338246,74,average,TEACHER,PROFESSOR,2.7
1572,Biology,4002,Vanderbilt University,Charles,,Sissom,771262,8,good,TEACHER,PROFESSOR,4.9
1573,Law,4002,Vanderbilt University,Ganesh,,Sitaraman,2018334,0,zero,TEACHER,PROFESSOR,N/A
1574,Biomedical,4002,Vanderbilt University,Melissa,,Skala,2141582,0,zero,TEACHER,PROFESSOR,N/A
1575,Philosophy,4002,Vanderbilt University,Sandy,,Skene,1864424,7,good,TEACHER,PROFESSOR,4.8
1576,Economics,4002,Vanderbilt University,Paige,,Skiba,2578812,0,zero,TEACHER,PROFESSOR,N/A
1577,Management,4002,Vanderbilt University,Garnett,,Slatton,1492027,39,good,TEACHER,PROFESSOR,3.6
1578,Music,4002,Vanderbilt University,Michael,,Slayton,346997,13,good,TEACHER,PROFESSOR,4.3
1579,Mathematics,4002,Vanderbilt University,Levi,,Sledd,2517866,0,zero,TEACHER,PROFESSOR,N/A
1580,Communication,4002,Vanderbilt University,John,,Sloop,182723,23,good,TEACHER,PROFESSOR,3.5
1581,Mathematics,4002,Vanderbilt University,Matthew,,Smedberg,1754591,2,poor,TEACHER,PROFESSOR,2.0
1582,English,4002,Vanderbilt University,Wietske,,Smeele,1916256,3,good,TEACHER,PROFESSOR,5.0
1583,Music,4002,Vanderbilt University,Carl,,Smith,110941,17,good,TEACHER,PROFESSOR,3.8
1584,History,4002,Vanderbilt University,Helmut,,Smith,141517,26,good,TEACHER,PROFESSOR,4.2
1585,Psychology,4002,Vanderbilt University,Craig,,Smith,401019,36,good,TEACHER,PROFESSOR,4.3
1586,Physics,4002,Vanderbilt University,Seth,,Smith,1676978,1,good,TEACHER,PROFESSOR,4.5
1587,Chemistry,4002,Vanderbilt University,Abigail,,Smith,2207062,1,good,TEACHER,PROFESSOR,5.0
1588,Political Science,4002,Vanderbilt University,Bradley,,Smith,2586902,4,good,TEACHER,PROFESSOR,4.8
1589,Nursing,4002,Vanderbilt University,Judd,,Smith,2599496,0,zero,TEACHER,PROFESSOR,N/A
1590,Human Development,4002,Vanderbilt University,Heather,,Smith,1950293,2,average,TEACHER,PROFESSOR,2.5
1591,Psychology,4002,Vanderbilt University,Leslie,,Smith,147501,177,good,TEACHER,PROFESSOR,3.9
1592,Education,4002,Vanderbilt University,Claire,,Smrekar,508777,12,average,TEACHER,PROFESSOR,2.8
1593,Economics,4002,Vanderbilt University,Stephanie,,So,353510,22,good,TEACHER,PROFESSOR,4.0
1594,Languages,4002,Vanderbilt University,Ayaka,,Sogabe,908147,8,good,TEACHER,PROFESSOR,4.6
1595,Mathematics,4002,Vanderbilt University,Ryan,,Solava,2344735,3,good,TEACHER,PROFESSOR,5.0
1596,Human Development,4002,Vanderbilt University,Adela,,Soliz,2241048,1,poor,TEACHER,PROFESSOR,1.0
1597,Languages,4002,Vanderbilt University,David,,Solodkow,910044,3,good,TEACHER,PROFESSOR,4.2
1598,Classics,4002,Vanderbilt University,Daniel,,Solomon,308055,48,good,TEACHER,PROFESSOR,4.5
1599,English,4002,Vanderbilt University,Sandy,,Solomon,1362706,5,average,TEACHER,PROFESSOR,2.9
1600,Physics,4002,Vanderbilt University,Suseela,,Somarajan,2309590,4,good,TEACHER,PROFESSOR,3.5
1601,Political Science,4002,Vanderbilt University,Zeynep,,Somer-Topcu,1429091,13,good,TEACHER,PROFESSOR,3.8
1602,Sociology,4002,Vanderbilt University,Lijun,,Song,1356459,17,good,TEACHER,PROFESSOR,3.6
1603,Mathematics,4002,Vanderbilt University,Dmitry,,Sonkin,296509,8,good,TEACHER,PROFESSOR,3.6
1604,Mathematics,4002,Vanderbilt University,Diana,,Sordillo,2465794,6,good,TEACHER,PROFESSOR,4.2
1605,Mathematics,4002,Vanderbilt University,Jared,,Speck,2487271,6,good,TEACHER,PROFESSOR,5.0
1606,Human Development,4002,Vanderbilt University,Paul,,Speer,1202346,4,good,TEACHER,PROFESSOR,4.6
1607,Chemistry,4002,Vanderbilt University,Isaiah,,Speight,2249255,2,good,TEACHER,PROFESSOR,5.0
1608,Languages,4002,Vanderbilt University,Alex,,Spektor,1663584,4,good,TEACHER,PROFESSOR,4.9
1609,Sociology,4002,Vanderbilt University,Terri,,Spetalnick,868434,25,good,TEACHER,PROFESSOR,3.9
1610,English,4002,Vanderbilt University,Nicole,,Spigner,2001064,0,zero,TEACHER,PROFESSOR,N/A
1611,English,4002,Vanderbilt University,Hortense,,Spillers,1065545,13,average,TEACHER,PROFESSOR,2.8
1612,Computer Science,4002,Vanderbilt University,Jeremy,,Spinrad,351771,36,average,TEACHER,PROFESSOR,3.1
1613,English,4002,Vanderbilt University,Robbie,,Spivey,1952718,13,good,TEACHER,PROFESSOR,3.9
1614,History,4002,Vanderbilt University,Alistair,,Sponsel,2070924,8,good,TEACHER,PROFESSOR,4.1
1615,English,4002,Vanderbilt University,Daniel,,Spoth,1100162,8,good,TEACHER,PROFESSOR,4.7
1616,Sociology,4002,Vanderbilt University,Ken,,Spring,1110151,0,zero,TEACHER,PROFESSOR,N/A
1617,Human Development,4002,Vanderbilt University,Matthew,,Springer,1727260,10,good,TEACHER,PROFESSOR,4.5
1618,Nursing,4002,Vanderbilt University,Joshua,P,Squiers,1841319,0,zero,TEACHER,PROFESSOR,N/A
1619,Finance,4002,Vanderbilt University,Dave,,Stacey,1512262,18,good,TEACHER,PROFESSOR,3.9
1620,Law,4002,Vanderbilt University,Kevin,,Stack,1213768,4,good,TEACHER,PROFESSOR,4.2
1621,Women's Studies,4002,Vanderbilt University,Sandy,,Stahl,972394,4,good,TEACHER,PROFESSOR,4.0
1622,Engineering,4002,Vanderbilt University,Bob,,Stammer,177494,13,good,TEACHER,PROFESSOR,4.8
1623,Mathematics,4002,Vanderbilt University,Joann,,Staples,140085,20,good,TEACHER,PROFESSOR,4.2
1624,Medicine,4002,Vanderbilt University,Laura,,Stark,2129801,8,good,TEACHER,PROFESSOR,3.6
1625,Physics,4002,Vanderbilt University,Savanna,,Starko,2625110,10,good,TEACHER,PROFESSOR,4.9
1626,Astronomy,4002,Vanderbilt University,Keivan,,Stassun,485264,45,good,TEACHER,PROFESSOR,4.3
1627,American Studies,4002,Vanderbilt University,Clarence,,Stauffer,2640313,1,good,TEACHER,PROFESSOR,5.0
1628,Psychology,4002,Vanderbilt University,James,,Steiger,401829,8,good,TEACHER,PROFESSOR,3.5
1629,History,4002,Vanderbilt University,James,,Steiger,2288539,0,zero,TEACHER,PROFESSOR,N/A
1630,Sociology,4002,Vanderbilt University,Ronnie,,Steinberg,542789,30,good,TEACHER,PROFESSOR,3.7
1631,Not Specified,4002,Vanderbilt University,Roberta,,Steiner,1766203,5,average,TEACHER,PROFESSOR,3.0
1632,Psychology,4002,Vanderbilt University,Sonya,,Sterba,1706919,12,good,TEACHER,PROFESSOR,3.5
1633,Engineering,4002,Vanderbilt University,Andrew,,Sternberg,2418423,5,good,TEACHER,PROFESSOR,3.8
1634,Languages,4002,Vanderbilt University,April,,Stevens,1512119,5,good,TEACHER,PROFESSOR,4.8
1635,Astronomy,4002,Vanderbilt University,Susan,Gessner,Stewart,2050718,6,good,TEACHER,PROFESSOR,4.8
1636,Religion,4002,Vanderbilt University,Tony,,Stewart,2130439,4,good,TEACHER,PROFESSOR,3.6
1637,Medicine,4002,Vanderbilt University,Thomas,G,Stewart,2512327,0,zero,TEACHER,PROFESSOR,N/A
1638,Marketing,4002,Vanderbilt University,Greg,,Stielstra,1489516,0,zero,TEACHER,PROFESSOR,N/A
1639,Languages,4002,Vanderbilt University,Simone,,Stirner,2648208,4,good,TEACHER,PROFESSOR,5.0
1640,Communication,4002,Vanderbilt University,Paul,,Stob,1549639,12,good,TEACHER,PROFESSOR,4.8
1641,Chemistry,4002,Vanderbilt University,Michael,,Stone,1223017,5,average,TEACHER,PROFESSOR,3.3
1642,Theater,4002,Vanderbilt University,Matt,,Stratton,1527171,6,good,TEACHER,PROFESSOR,4.5
1643,English,4002,Vanderbilt University,Stephanie,,Straub,2017866,2,good,TEACHER,PROFESSOR,3.8
1644,Engineering,4002,Vanderbilt University,Alvin,,Strauss,1378774,2,average,TEACHER,PROFESSOR,3.3
1645,Economics,4002,Vanderbilt University,Caleb,,Stroup,1198971,18,good,TEACHER,PROFESSOR,4.8
1646,Psychology,4002,Vanderbilt University,Gabrielle,,Strouse,1712985,1,poor,TEACHER,PROFESSOR,1.0
1647,Languages,4002,Vanderbilt University,Jason,,Strudler,1884395,11,good,TEACHER,PROFESSOR,3.7
1648,Biology,4002,Vanderbilt University,Gerald,,Stubbs,178122,58,good,TEACHER,PROFESSOR,4.2
1649,Philosophy,4002,Vanderbilt University,Andrew,,Sucre,2584601,3,good,TEACHER,PROFESSOR,5.0
1650,Philosophy,4002,Vanderbilt University,Wai,,Suen,1484762,7,good,TEACHER,PROFESSOR,4.5
1651,Chemistry,4002,Vanderbilt University,Gary,,Sulikowski,1231937,14,average,TEACHER,PROFESSOR,3.3
1652,Chemistry,4002,Vanderbilt University,Michelle,,Sulikowski,495067,70,good,TEACHER,PROFESSOR,3.9
1653,Classics,4002,Vanderbilt University,Chiara,,Sulprizio,2241354,5,good,TEACHER,PROFESSOR,3.6
1654,Mathematics,4002,Vanderbilt University,Qiyu,,Sun,1395877,1,poor,TEACHER,PROFESSOR,2.0
1655,History,4002,Vanderbilt University,LU,,Sun,1480472,4,good,TEACHER,PROFESSOR,4.5
1656,Engineering,4002,Vanderbilt University,Hak-Joon,,Sung,1572757,16,good,TEACHER,PROFESSOR,4.6
1657,History,4002,Vanderbilt University,Antoinette,,Sutto,1723542,2,poor,TEACHER,PROFESSOR,2.2
1658,History,4002,Vanderbilt University,Angela,,Sutton,1319208,1,good,TEACHER,PROFESSOR,5.0
1659,Languages,4002,Vanderbilt University,Camille,,Sutton,1381658,6,good,TEACHER,PROFESSOR,4.8
1660,Chemistry,4002,Vanderbilt University,Suzanne,,Sutton,2640333,0,zero,TEACHER,PROFESSOR,N/A
1661,Mathematics,4002,Vanderbilt University,Ioana,,Suvaina,1381338,22,good,TEACHER,PROFESSOR,4.0
1662,Economics,4002,Vanderbilt University,Wisarut,,Suwanprasert,2214544,6,average,TEACHER,PROFESSOR,3.0
1663,Political Science,4002,Vanderbilt University,Carol,,Swain,404341,8,good,TEACHER,PROFESSOR,3.6
1664,Economics,4002,Vanderbilt University,George,,Sweeney,1294775,3,good,TEACHER,PROFESSOR,4.7
1665,Philosophy,4002,Vanderbilt University,Kelly,,Swope,2659043,1,good,TEACHER,PROFESSOR,5.0
1666,African-American Studies,4002,Vanderbilt University,Claudine,,Taaffe,2247249,14,average,TEACHER,PROFESSOR,3.2
1667,Biomedical,4002,Vanderbilt University,David,,Tabb,1408532,1,good,TEACHER,PROFESSOR,5.0
1668,Engineering,4002,Vanderbilt University,Mazita,,Tahir,1499401,21,good,TEACHER,PROFESSOR,4.8
1669,Chemistry,4002,Vanderbilt University,Craig,,Tainter,2217090,27,good,TEACHER,PROFESSOR,4.2
1670,Computer Science,4002,Vanderbilt University,Rob,,Tairas,1889397,46,average,TEACHER,PROFESSOR,3.1
1671,Engineering,4002,Vanderbilt University,Robert,,Tairas,2584833,11,good,TEACHER,PROFESSOR,4.4
1672,Philosophy,4002,Vanderbilt University,Robert,,Talisse,333312,25,good,TEACHER,PROFESSOR,4.0
1673,Sociology,4002,Vanderbilt University,Heather,,Talley,452111,9,good,TEACHER,PROFESSOR,5.0
1674,Religion,4002,Vanderbilt University,Caryn,,Tamber-Rosenau,2092634,11,good,TEACHER,PROFESSOR,4.1
1675,History,4002,Vanderbilt University,Amy,,Tan,2121828,7,good,TEACHER,PROFESSOR,5.0
1676,Religion,4002,Vanderbilt University,Anand,V,Taneja,1888658,14,good,TEACHER,PROFESSOR,4.1
1677,Computer Science,4002,Vanderbilt University,Yucheng,,Tang,2608149,1,good,TEACHER,PROFESSOR,5.0
1678,Engineering,4002,Vanderbilt University,Yuankai,,Tao,2219907,2,good,TEACHER,PROFESSOR,5.0
